Column Name,Description in Plain English,Logic / Formula,Source Table(s)
Updated at,Timestamp of the most recent status update received for the order on the ONDC network.,"analytics_insight.retail_b2c_inc_stage.""Updated at""",analytics_insight.retail_b2c_inc_stage
Category,Specific product or service category of the order as defined by the seller NP.,"analytics_insight.retail_b2c_inc_stage.""Category""",analytics_insight.retail_b2c_inc_stage
Consolidated_category,Standardized rolled-up category used for cross-NP reporting and analytics.,"analytics_insight.retail_b2c_inc_stage.""Consolidated_category""",analytics_insight.retail_b2c_inc_stage
row_updated_at,Timestamp when this staging table row was last written or refreshed by the ETL pipeline.,"analytics_insight.retail_b2c_inc_stage.""row_updated_at""",analytics_insight.retail_b2c_inc_stage
network_transaction_id,Unique transaction identifier scoped to a single ONDC protocol interaction session.,"analytics_insight.retail_b2c_inc_stage.""network_transaction_id""",analytics_insight.retail_b2c_inc_stage
c_context_timestamp,"Timestamp from the ONDC protocol message context, indicating when the network event was emitted.","analytics_insight.retail_b2c_inc_stage.""c_context_timestamp""",analytics_insight.retail_b2c_inc_stage
is_force_cancelled,Flag indicating whether the order was cancelled by platform intervention rather than by buyer or seller action.,"analytics_insight.retail_b2c_inc_stage.""is_force_cancelled""",analytics_insight.retail_b2c_inc_stage
f_agent_assigned_at,Timestamp when a delivery agent (LSP field agent) was assigned to fulfill the shipment.,"analytics_insight.retail_b2c_inc_stage.""f_agent_assigned_at""",analytics_insight.retail_b2c_inc_stage
f_rto_initiated_at,Timestamp when the Return To Origin process was formally initiated by the logistics provider.,"analytics_insight.retail_b2c_inc_stage.""f_rto_initiated_at""",analytics_insight.retail_b2c_inc_stage
f_rto_delivered_at,Timestamp when the undeliverable shipment was successfully returned to the seller's origin location.,"analytics_insight.retail_b2c_inc_stage.""f_rto_delivered_at""",analytics_insight.retail_b2c_inc_stage
f_rto_requested_at,"Timestamp when the RTO request was first raised, either by the seller, buyer, or logistics provider.","analytics_insight.retail_b2c_inc_stage.""f_rto_requested_at""",analytics_insight.retail_b2c_inc_stage
"▼ retail_b2c_itemnhm   (base table, 12 cols)",,,analytics_insight.retail_b2c_itemnhm
buyer np name,Name of the Buyer Network Participant (BNP) — the buyer-side ONDC platform or app through which the consumer placed the order.,"analytics_insight.retail_b2c_itemnhm.""buyer np name""",analytics_insight.retail_b2c_itemnhm
seller np name,Name of the Seller Network Participant (SNP) — the seller-side ONDC platform hosting the merchant or catalog.,"analytics_insight.retail_b2c_itemnhm.""seller np name""",analytics_insight.retail_b2c_itemnhm
provider_key,Unique surrogate identifier for the seller/provider entity within the data warehouse.,"analytics_insight.retail_b2c_itemnhm.""provider_key""",analytics_insight.retail_b2c_itemnhm
item category,"Product category of the ordered item as classified in the ONDC catalog taxonomy (e.g., Grocery, F&B, Fashion).","analytics_insight.retail_b2c_itemnhm.""item category""",analytics_insight.retail_b2c_itemnhm
Order Category,"High-level order classification indicating the commerce vertical or fulfillment type (e.g., retail, hyperlocal).","analytics_insight.retail_b2c_itemnhm.""Order Category""",analytics_insight.retail_b2c_itemnhm
Seller Pincode,Indian six-digit postal code of the seller's dispatch location or warehouse from which the item is shipped.,"analytics_insight.retail_b2c_itemnhm.""Seller Pincode""",analytics_insight.retail_b2c_itemnhm
Delivery Pincode,Indian six-digit postal code of the buyer's delivery address where the order is to be fulfilled.,"analytics_insight.retail_b2c_itemnhm.""Delivery Pincode""",analytics_insight.retail_b2c_itemnhm
Date,Calendar date on which the order or order-item event was recorded in the ONDC network.,"analytics_insight.retail_b2c_itemnhm.""Date""",analytics_insight.retail_b2c_itemnhm
ONDC order_status,"Lifecycle status of the order as reported on the ONDC network (e.g., Created, Accepted, In-Transit, Delivered, Cancelled, RTO-initiated).","analytics_insight.retail_b2c_itemnhm.""ONDC order_status""",analytics_insight.retail_b2c_itemnhm
comp_key,"Warehouse surrogate key representing the primary composite dimension grouping for this order-item record, used for joins and partitioning.","analytics_insight.retail_b2c_itemnhm.""comp_key""",analytics_insight.retail_b2c_itemnhm
comp-subkey,"Secondary sub-level surrogate key providing finer granularity within a comp_key group, enabling drill-down aggregation.","analytics_insight.retail_b2c_itemnhm.""comp-subkey""",analytics_insight.retail_b2c_itemnhm
noi_key,Surrogate key uniquely identifying a Network Order Item (NOI) — a single line item within an ONDC order across the network.,"analytics_insight.retail_b2c_itemnhm.""noi_key""",analytics_insight.retail_b2c_itemnhm
"▼ retail_b2c_itemnhm_bv   (view, 32 cols)",,,analytics_insight.retail_b2c_itemnhm_bv
buyer np name,Name of the Buyer Network Participant (BNP) — the ONDC-registered platform through which the buyer placed the order.,"analytics_insight.retail_b2c_itemnhm_bv.""buyer np name""",analytics_insight.retail_b2c_itemnhm_bv
seller np name,Name of the Seller Network Participant (SNP) — the ONDC-registered platform through which the seller listed and fulfilled the order.,"analytics_insight.retail_b2c_itemnhm_bv.""seller np name""",analytics_insight.retail_b2c_itemnhm_bv
provider_key,Unique identifier for the seller or provider entity within the ONDC network.,"analytics_insight.retail_b2c_itemnhm_bv.""provider_key""",analytics_insight.retail_b2c_itemnhm_bv
item category,"Granular item-level sub-category of the ordered product (e.g., 'Men's T-Shirts' within Apparel).","analytics_insight.retail_b2c_itemnhm_bv.""item category""",analytics_insight.retail_b2c_itemnhm_bv
Order Category,"Broad top-level product category of the order (e.g., Grocery, Fashion, Electronics).","analytics_insight.retail_b2c_itemnhm_bv.""Order Category""",analytics_insight.retail_b2c_itemnhm_bv
Seller Pincode,Six-digit Indian postal (pin) code of the seller's dispatch location or warehouse.,"analytics_insight.retail_b2c_itemnhm_bv.""Seller Pincode""",analytics_insight.retail_b2c_itemnhm_bv
Delivery Pincode,Six-digit Indian postal (pin) code of the buyer's delivery address.,"analytics_insight.retail_b2c_itemnhm_bv.""Delivery Pincode""",analytics_insight.retail_b2c_itemnhm_bv
Date,Calendar date on which the order event or transaction was recorded.,"analytics_insight.retail_b2c_itemnhm_bv.""Date""",analytics_insight.retail_b2c_itemnhm_bv
ONDC order_status,"Current lifecycle status of the order on the ONDC network (e.g., Confirmed, Delivered, In Process, Cancelled).","analytics_insight.retail_b2c_itemnhm_bv.""ONDC order_status""",analytics_insight.retail_b2c_itemnhm_bv
comp_key,Base numeric weight representing one countable category-level order unit; used as the additive count metric at the Order Category grain.,"analytics_insight.retail_b2c_itemnhm_bv.""comp_key""",analytics_insight.retail_b2c_itemnhm_bv
comp-subkey,Numeric weight representing one countable sub-category-level order unit; used as the additive count metric at the item-category grain.,"analytics_insight.retail_b2c_itemnhm_bv.""comp-subkey""",analytics_insight.retail_b2c_itemnhm_bv
noi_key,Number-of-items key — numeric weight representing the count of individual line items within the order.,"analytics_insight.retail_b2c_itemnhm_bv.""noi_key""",analytics_insight.retail_b2c_itemnhm_bv
Confirmed Category,"Category-level count for all confirmed orders, regardless of subsequent status (equals comp_key unconditionally).","analytics_insight.retail_b2c_itemnhm_bv.""Confirmed Category""",analytics_insight.retail_b2c_itemnhm_bv
Confirmed Items,"Item-level count for all confirmed orders, regardless of subsequent status (equals noi_key unconditionally).","analytics_insight.retail_b2c_itemnhm_bv.""Confirmed Items""",analytics_insight.retail_b2c_itemnhm_bv
Confirmed Sub-Category,"Sub-category-level count for all confirmed orders, regardless of subsequent status (equals comp-subkey unconditionally).","analytics_insight.retail_b2c_itemnhm_bv.""Confirmed Sub-Category""",analytics_insight.retail_b2c_itemnhm_bv
Conf Cat,"Best-available-granularity confirmed count — uses sub-category weight (comp-subkey) when both Order Category and item category are known, otherwise falls back to category weight (comp_key).","analytics_insight.retail_b2c_itemnhm_bv.""Conf Cat""",analytics_insight.retail_b2c_itemnhm_bv
Delivered Category,"Category-level count of orders that reached Delivered status; zero for all other statuses, enabling direct SUM aggregation.","analytics_insight.retail_b2c_itemnhm_bv.""Delivered Category""",analytics_insight.retail_b2c_itemnhm_bv
Delivered Items,Item-level count of orders that reached Delivered status; zero for all other statuses.,"analytics_insight.retail_b2c_itemnhm_bv.""Delivered Items""",analytics_insight.retail_b2c_itemnhm_bv
Delivered Sub-Category,Sub-category-level count of orders that reached Delivered status; zero for all other statuses.,"analytics_insight.retail_b2c_itemnhm_bv.""Delivered Sub-Category""",analytics_insight.retail_b2c_itemnhm_bv
Del Cat,"Best-available-granularity delivered count — uses sub-category weight when both category dimensions are present, otherwise uses category weight; zero for non-Delivered rows.","analytics_insight.retail_b2c_itemnhm_bv.""Del Cat""",analytics_insight.retail_b2c_itemnhm_bv
In Process Category,Category-level count of orders currently In Process (accepted but not yet delivered or cancelled); zero for all other statuses.,"analytics_insight.retail_b2c_itemnhm_bv.""In Process Category""",analytics_insight.retail_b2c_itemnhm_bv
In Process Items,Item-level count of orders currently In Process; zero for all other statuses.,"analytics_insight.retail_b2c_itemnhm_bv.""In Process Items""",analytics_insight.retail_b2c_itemnhm_bv
In Process Sub-Category,Sub-category-level count of orders currently In Process; zero for all other statuses.,"analytics_insight.retail_b2c_itemnhm_bv.""In Process Sub-Category""",analytics_insight.retail_b2c_itemnhm_bv
In proc Cat,"Best-available-granularity in-process count — uses sub-category weight when both category dimensions are present, otherwise category weight; zero for non-In-Process rows.","analytics_insight.retail_b2c_itemnhm_bv.""In proc Cat""",analytics_insight.retail_b2c_itemnhm_bv
Cancelled Category,Category-level count of orders that were Cancelled; zero for all other statuses.,"analytics_insight.retail_b2c_itemnhm_bv.""Cancelled Category""",analytics_insight.retail_b2c_itemnhm_bv
Cancelled Items,Item-level count of orders that were Cancelled; zero for all other statuses.,"analytics_insight.retail_b2c_itemnhm_bv.""Cancelled Items""",analytics_insight.retail_b2c_itemnhm_bv
Cancelled Sub-Category,Sub-category-level count of orders that were Cancelled; zero for all other statuses.,"analytics_insight.retail_b2c_itemnhm_bv.""Cancelled Sub-Category""",analytics_insight.retail_b2c_itemnhm_bv
Cancl Cat,"Best-available-granularity cancelled count — uses sub-category weight when both category dimensions are present, otherwise category weight; zero for non-Cancelled rows.","analytics_insight.retail_b2c_itemnhm_bv.""Cancl Cat""",analytics_insight.retail_b2c_itemnhm_bv
Seller State,"Indian state name of the seller's dispatch location, resolved from the seller pincode via the pincode dimension table.","analytics_insight.retail_b2c_itemnhm_bv.""Seller State""",analytics_insight.retail_b2c_itemnhm_bv
Delivery State,"Indian state name of the buyer's delivery address, resolved from the delivery pincode via the pincode dimension table.","analytics_insight.retail_b2c_itemnhm_bv.""Delivery State""",analytics_insight.retail_b2c_itemnhm_bv
Seller City,"District or city name of the seller's dispatch location, resolved from the seller pincode via the pincode dimension table.","analytics_insight.retail_b2c_itemnhm_bv.""Seller City""",analytics_insight.retail_b2c_itemnhm_bv
Delivery City,"District or city name of the buyer's delivery address, resolved from the delivery pincode via the pincode dimension table.","analytics_insight.retail_b2c_itemnhm_bv.""Delivery City""",analytics_insight.retail_b2c_itemnhm_bv
"▼ retail_b2c_itemnhm_stage   (base table, 12 cols)",,,analytics_insight.retail_b2c_itemnhm_stage
buyer np name,Name of the Buyer Network Participant (the buyer-side app/platform on ONDC through which the order was placed),"analytics_insight.retail_b2c_itemnhm_stage.""buyer np name""",analytics_insight.retail_b2c_itemnhm_stage
seller np name,Name of the Seller Network Participant (the seller-side app/platform on ONDC through which the seller listed their products),"analytics_insight.retail_b2c_itemnhm_stage.""seller np name""",analytics_insight.retail_b2c_itemnhm_stage
provider_key,Unique identifier for the seller or store (provider entity) within the ONDC network,"analytics_insight.retail_b2c_itemnhm_stage.""provider_key""",analytics_insight.retail_b2c_itemnhm_stage
item category,"Product sub-category of the ordered item as catalogued on ONDC (e.g., Fruits, Vegetables, Dairy)","analytics_insight.retail_b2c_itemnhm_stage.""item category""",analytics_insight.retail_b2c_itemnhm_stage
Order Category,"High-level order fulfillment classification indicating the order type or delivery mode (e.g., Home Delivery, Self-Pickup)","analytics_insight.retail_b2c_itemnhm_stage.""Order Category""",analytics_insight.retail_b2c_itemnhm_stage
Seller Pincode,Indian postal code of the seller's warehouse or pickup location from which the order was fulfilled,"analytics_insight.retail_b2c_itemnhm_stage.""Seller Pincode""",analytics_insight.retail_b2c_itemnhm_stage
Delivery Pincode,Indian postal code of the buyer's delivery address to which the order was shipped,"analytics_insight.retail_b2c_itemnhm_stage.""Delivery Pincode""",analytics_insight.retail_b2c_itemnhm_stage
Date,Calendar date on which the order transaction or status event occurred,"analytics_insight.retail_b2c_itemnhm_stage.""Date""",analytics_insight.retail_b2c_itemnhm_stage
ONDC order_status,"Current lifecycle status of the order on the ONDC network (e.g., Created, Accepted, In-Transit, Delivered, Cancelled, RTO)","analytics_insight.retail_b2c_itemnhm_stage.""ONDC order_status""",analytics_insight.retail_b2c_itemnhm_stage
comp_key,Surrogate key identifying the complaint or compliance record associated with the order in the grievance tracking system,"analytics_insight.retail_b2c_itemnhm_stage.""comp_key""",analytics_insight.retail_b2c_itemnhm_stage
comp-subkey,Secondary key further sub-classifying the complaint or compliance category under the parent comp_key,"analytics_insight.retail_b2c_itemnhm_stage.""comp-subkey""",analytics_insight.retail_b2c_itemnhm_stage
noi_key,Surrogate key representing the Nature of Issue (NOI) raised against the order in the ONDC grievance or dispute resolution system,"analytics_insight.retail_b2c_itemnhm_stage.""noi_key""",analytics_insight.retail_b2c_itemnhm_stage
"▼ retail_b2c_ordernhm_bv   (view, 106 cols)",,,analytics_insight.retail_b2c_ordernhm_bv
Date,Calendar date on which the order was placed.,"analytics_insight.retail_b2c_ordernhm_bv.""Date""",analytics_insight.retail_b2c_ordernhm_bv
Seller NP,Full name of the Seller Network Participant — the platform through which the seller operates on ONDC.,"analytics_insight.retail_b2c_ordernhm_bv.""Seller NP""",analytics_insight.retail_b2c_ordernhm_bv
Buyer NP,Full name of the Buyer Network Participant — the app or platform the buyer used to place the order.,"analytics_insight.retail_b2c_ordernhm_bv.""Buyer NP""",analytics_insight.retail_b2c_ordernhm_bv
Network order id,Unique order identifier assigned by the ONDC network.,"analytics_insight.retail_b2c_ordernhm_bv.""Network order id""",analytics_insight.retail_b2c_ordernhm_bv
provider key,Lowercase composite key (seller_np + provider_id) used to uniquely identify a seller-provider combination across the network.,"analytics_insight.retail_b2c_ordernhm_bv.""provider key""",analytics_insight.retail_b2c_ordernhm_bv
Provider Id,Unique identifier for the seller or store (provider) on the ONDC network.,"analytics_insight.retail_b2c_ordernhm_bv.""Provider Id""",analytics_insight.retail_b2c_ordernhm_bv
Seller Name,Display name of the seller or store fulfilling the order.,"analytics_insight.retail_b2c_ordernhm_bv.""Seller Name""",analytics_insight.retail_b2c_ordernhm_bv
Seller Pincode,Indian postal code (pincode) of the seller's pickup or store location.,"analytics_insight.retail_b2c_ordernhm_bv.""Seller Pincode""",analytics_insight.retail_b2c_ordernhm_bv
Delivery Pincode,Indian postal code of the buyer's delivery address.,"analytics_insight.retail_b2c_ordernhm_bv.""Delivery Pincode""",analytics_insight.retail_b2c_ordernhm_bv
cancellation_code,ONDC-defined code indicating the specific reason an order was cancelled.,"analytics_insight.retail_b2c_ordernhm_bv.""cancellation_code""",analytics_insight.retail_b2c_ordernhm_bv
Created at,Timestamp when the order was created on the network.,"analytics_insight.retail_b2c_ordernhm_bv.""Created at""",analytics_insight.retail_b2c_ordernhm_bv
Updated at,"Timestamp of the most recent status update to the order, typically reflecting the final state change.","analytics_insight.retail_b2c_ordernhm_bv.""Updated at""",analytics_insight.retail_b2c_ordernhm_bv
Updated,Date portion of the last order status update timestamp.,"analytics_insight.retail_b2c_ordernhm_bv.""Updated""",analytics_insight.retail_b2c_ordernhm_bv
Shipped at,Timestamp when the order was handed over to logistics and marked as shipped.,"analytics_insight.retail_b2c_ordernhm_bv.""Shipped at""",analytics_insight.retail_b2c_ordernhm_bv
Ready to Ship,Timestamp when the seller marked the order as packed and ready for pickup by the LSP.,"analytics_insight.retail_b2c_ordernhm_bv.""Ready to Ship""",analytics_insight.retail_b2c_ordernhm_bv
Promised time,Promised delivery deadline (TAT commitment) agreed at order creation.,"analytics_insight.retail_b2c_ordernhm_bv.""Promised time""",analytics_insight.retail_b2c_ordernhm_bv
domain,"ONDC network domain under which the order was placed (e.g., retail, F&B).","analytics_insight.retail_b2c_ordernhm_bv.""domain""",analytics_insight.retail_b2c_ordernhm_bv
on-time-del,"Binary float flag (1.0 = on time, 0.0 = late) indicating whether the order was delivered within the promised TAT.","analytics_insight.retail_b2c_ordernhm_bv.""on-time-del""",analytics_insight.retail_b2c_ordernhm_bv
tat_dif,Signed difference between actual delivery time and the promised TAT; positive values indicate a late delivery.,"analytics_insight.retail_b2c_ordernhm_bv.""tat_dif""",analytics_insight.retail_b2c_ordernhm_bv
tat_diff_days,TAT breach or buffer expressed in fractional days.,"analytics_insight.retail_b2c_ordernhm_bv.""tat_diff_days""",analytics_insight.retail_b2c_ordernhm_bv
day_diff,Number of calendar days elapsed between order creation date and delivery date.,"analytics_insight.retail_b2c_ordernhm_bv.""day_diff""",analytics_insight.retail_b2c_ordernhm_bv
min_diff,"Number of minutes elapsed between order creation and delivery, used primarily for F&B TAT analysis.","analytics_insight.retail_b2c_ordernhm_bv.""min_diff""",analytics_insight.retail_b2c_ordernhm_bv
tat_time,"Promised TAT duration for the order (typically in hours), as committed at order creation.","analytics_insight.retail_b2c_ordernhm_bv.""tat_time""",analytics_insight.retail_b2c_ordernhm_bv
Category,"Primary product category of the order (e.g., F&B, Electronics, Fashion).","analytics_insight.retail_b2c_ordernhm_bv.""Category""",analytics_insight.retail_b2c_ordernhm_bv
Consolidated_category,Broader grouped category used for cross-domain reporting and benchmarking.,"analytics_insight.retail_b2c_ordernhm_bv.""Consolidated_category""",analytics_insight.retail_b2c_ordernhm_bv
ONDC order_status,"Current lifecycle status of the order on the ONDC network (e.g., Delivered, Cancelled, In Process, Part Delivered).","analytics_insight.retail_b2c_ordernhm_bv.""ONDC order_status""",analytics_insight.retail_b2c_ordernhm_bv
no_key,"Row-level count key, always 1 per order row, used as the base unit for summing order counts in aggregations.","analytics_insight.retail_b2c_ordernhm_bv.""no_key""",analytics_insight.retail_b2c_ordernhm_bv
Confirmed,Count indicator (equals no_key = 1) representing that the order was confirmed; every row in this view is a confirmed order.,"analytics_insight.retail_b2c_ordernhm_bv.""Confirmed""",analytics_insight.retail_b2c_ordernhm_bv
Delivered,"Count indicator (1 if status = Delivered, else 0) for summing delivered order counts.","analytics_insight.retail_b2c_ordernhm_bv.""Delivered""",analytics_insight.retail_b2c_ordernhm_bv
Cancelled,"Count indicator (1 if status = Cancelled, else 0) for summing cancelled order counts.","analytics_insight.retail_b2c_ordernhm_bv.""Cancelled""",analytics_insight.retail_b2c_ordernhm_bv
In Process,"Count indicator (1 if status = In Process, else 0) for summing orders currently being processed.","analytics_insight.retail_b2c_ordernhm_bv.""In Process""",analytics_insight.retail_b2c_ordernhm_bv
Part Delivered,"Count indicator (1 if status = Part Delivered, else 0) for summing partially delivered order counts.","analytics_insight.retail_b2c_ordernhm_bv.""Part Delivered""",analytics_insight.retail_b2c_ordernhm_bv
SNP,"Short code or abbreviated identifier for the Seller Network Participant, defaulting to 'Others' if not mapped.","analytics_insight.retail_b2c_ordernhm_bv.""SNP""",analytics_insight.retail_b2c_ordernhm_bv
BNP,"Short code or abbreviated identifier for the Buyer Network Participant, defaulting to 'Others' if not mapped.","analytics_insight.retail_b2c_ordernhm_bv.""BNP""",analytics_insight.retail_b2c_ordernhm_bv
Cancellation code cal,"Binary flag (1 if a cancellation code is present, else 0) indicating the order has a recorded cancellation reason.","analytics_insight.retail_b2c_ordernhm_bv.""Cancellation code cal""",analytics_insight.retail_b2c_ordernhm_bv
Delivered with TAT,"Count indicator for delivered orders that met the promised TAT (tat_dif = 0, i.e., on time or early).","analytics_insight.retail_b2c_ordernhm_bv.""Delivered with TAT""",analytics_insight.retail_b2c_ordernhm_bv
Delivered beyond TAT,"Count indicator for delivered orders that exceeded the promised TAT (tat_dif > 0, i.e., late).","analytics_insight.retail_b2c_ordernhm_bv.""Delivered beyond TAT""",analytics_insight.retail_b2c_ordernhm_bv
DBO,Count indicator for delivered orders where the actual delivery timestamp was at or before the promised time (Delivered Before or On-time).,"analytics_insight.retail_b2c_ordernhm_bv.""DBO""",analytics_insight.retail_b2c_ordernhm_bv
Delivered beyond P.TAT,Count indicator for delivered orders (from 1 Nov 2023 onward) where the delivery date was strictly after the promised TAT date.,"analytics_insight.retail_b2c_ordernhm_bv.""Delivered beyond P.TAT""",analytics_insight.retail_b2c_ordernhm_bv
Delivered within P.TAT,Count indicator for delivered orders (from 1 Nov 2023 onward) where the delivery date was on or before the promised TAT date.,"analytics_insight.retail_b2c_ordernhm_bv.""Delivered within P.TAT""",analytics_insight.retail_b2c_ordernhm_bv
Breach (mins),"Signed time difference in minutes between actual resolution time and the promised TAT; positive = late, negative = early; uses current time for In Process orders.","analytics_insight.retail_b2c_ordernhm_bv.""Breach (mins)""",analytics_insight.retail_b2c_ordernhm_bv
Breach (hrs),Same TAT breach measurement as 'Breach (mins)' expressed in hours.,"analytics_insight.retail_b2c_ordernhm_bv.""Breach (hrs)""",analytics_insight.retail_b2c_ordernhm_bv
Breach (days),Same TAT breach measurement as 'Breach (mins)' expressed in days.,"analytics_insight.retail_b2c_ordernhm_bv.""Breach (days)""",analytics_insight.retail_b2c_ordernhm_bv
Same Day,Count indicator for delivered orders that were delivered on the same calendar day they were placed (day_diff = 0).,"analytics_insight.retail_b2c_ordernhm_bv.""Same Day""",analytics_insight.retail_b2c_ordernhm_bv
Next Day,Count indicator for delivered orders delivered exactly one calendar day after placement (day_diff = 1).,"analytics_insight.retail_b2c_ordernhm_bv.""Next Day""",analytics_insight.retail_b2c_ordernhm_bv
Day + 2,Count indicator for delivered orders delivered exactly two calendar days after placement (day_diff = 2).,"analytics_insight.retail_b2c_ordernhm_bv.""Day + 2""",analytics_insight.retail_b2c_ordernhm_bv
More than 2 Days,Count indicator for delivered orders that took more than two calendar days from placement to delivery.,"analytics_insight.retail_b2c_ordernhm_bv.""More than 2 Days""",analytics_insight.retail_b2c_ordernhm_bv
On time deliveries,on-time-del value coalesced to 0; used as a summable numeric indicator of on-time deliveries in aggregations.,"analytics_insight.retail_b2c_ordernhm_bv.""On time deliveries""",analytics_insight.retail_b2c_ordernhm_bv
F&B mins diff,Actual end-to-end delivery duration in minutes (creation to delivery) for F&B category delivered orders.,"analytics_insight.retail_b2c_ordernhm_bv.""F&B mins diff""",analytics_insight.retail_b2c_ordernhm_bv
Within 15 mins,Count indicator for F&B delivered orders completed within 15 minutes of placement.,"analytics_insight.retail_b2c_ordernhm_bv.""Within 15 mins""",analytics_insight.retail_b2c_ordernhm_bv
15 - 30 mins,Count indicator for F&B delivered orders completed between 15 and 30 minutes of placement.,"analytics_insight.retail_b2c_ordernhm_bv.""15 - 30 mins""",analytics_insight.retail_b2c_ordernhm_bv
30 - 45 mins,Count indicator for F&B delivered orders completed between 30 and 45 minutes of placement.,"analytics_insight.retail_b2c_ordernhm_bv.""30 - 45 mins""",analytics_insight.retail_b2c_ordernhm_bv
45 - 60 mins,Count indicator for F&B delivered orders completed between 45 and 60 minutes of placement.,"analytics_insight.retail_b2c_ordernhm_bv.""45 - 60 mins""",analytics_insight.retail_b2c_ordernhm_bv
60 - 120 mins,Count indicator for F&B delivered orders completed between 60 and 120 minutes of placement.,"analytics_insight.retail_b2c_ordernhm_bv.""60 - 120 mins""",analytics_insight.retail_b2c_ordernhm_bv
Above 120 mins,Count indicator for F&B delivered orders taking more than 120 minutes from placement to delivery.,"analytics_insight.retail_b2c_ordernhm_bv.""Above 120 mins""",analytics_insight.retail_b2c_ordernhm_bv
TAT < 5 mins,Count indicator for F&B delivered orders with a promised TAT of under 5 minutes.,"analytics_insight.retail_b2c_ordernhm_bv.""TAT < 5 mins""",analytics_insight.retail_b2c_ordernhm_bv
TAT 5-15 mins,Count indicator for F&B delivered orders with a promised TAT between 5 and 15 minutes.,"analytics_insight.retail_b2c_ordernhm_bv.""TAT 5-15 mins""",analytics_insight.retail_b2c_ordernhm_bv
TAT 15-30 mins,Count indicator for F&B delivered orders with a promised TAT between 15 and 30 minutes.,"analytics_insight.retail_b2c_ordernhm_bv.""TAT 15-30 mins""",analytics_insight.retail_b2c_ordernhm_bv
TAT 30-60 mins,Count indicator for F&B delivered orders with a promised TAT between 30 and 60 minutes.,"analytics_insight.retail_b2c_ordernhm_bv.""TAT 30-60 mins""",analytics_insight.retail_b2c_ordernhm_bv
TAT > 60 mins,Count indicator for F&B delivered orders with a promised TAT exceeding 60 minutes.,"analytics_insight.retail_b2c_ordernhm_bv.""TAT > 60 mins""",analytics_insight.retail_b2c_ordernhm_bv
TAT 0-6 hrs,Count indicator for non-F&B delivered orders with a promised TAT between 0 and 6 hours.,"analytics_insight.retail_b2c_ordernhm_bv.""TAT 0-6 hrs""",analytics_insight.retail_b2c_ordernhm_bv
TAT 6-12 hrs,Count indicator for non-F&B delivered orders with a promised TAT between 6 and 12 hours.,"analytics_insight.retail_b2c_ordernhm_bv.""TAT 6-12 hrs""",analytics_insight.retail_b2c_ordernhm_bv
TAT 12-24 hrs,Count indicator for non-F&B delivered orders with a promised TAT between 12 and 24 hours.,"analytics_insight.retail_b2c_ordernhm_bv.""TAT 12-24 hrs""",analytics_insight.retail_b2c_ordernhm_bv
TAT 24-48 hrs,Count indicator for non-F&B delivered orders with a promised TAT between 24 and 48 hours.,"analytics_insight.retail_b2c_ordernhm_bv.""TAT 24-48 hrs""",analytics_insight.retail_b2c_ordernhm_bv
TAT >48 hrs,Count indicator for non-F&B delivered orders with a promised TAT exceeding 48 hours.,"analytics_insight.retail_b2c_ordernhm_bv.""TAT >48 hrs""",analytics_insight.retail_b2c_ordernhm_bv
TAT+1,Count indicator for delivered orders that arrived exactly 1 day beyond the promised TAT date.,"analytics_insight.retail_b2c_ordernhm_bv.""TAT+1""",analytics_insight.retail_b2c_ordernhm_bv
TAT + 2,Count indicator for delivered orders that arrived exactly 2 days beyond the promised TAT date.,"analytics_insight.retail_b2c_ordernhm_bv.""TAT + 2""",analytics_insight.retail_b2c_ordernhm_bv
TAT + 3,Count indicator for delivered orders that arrived exactly 3 days beyond the promised TAT date.,"analytics_insight.retail_b2c_ordernhm_bv.""TAT + 3""",analytics_insight.retail_b2c_ordernhm_bv
TAT + 4,Count indicator for delivered orders that arrived exactly 4 days beyond the promised TAT date.,"analytics_insight.retail_b2c_ordernhm_bv.""TAT + 4""",analytics_insight.retail_b2c_ordernhm_bv
TAT > 4,Count indicator for delivered orders that arrived more than 4 days beyond the promised TAT date.,"analytics_insight.retail_b2c_ordernhm_bv.""TAT > 4""",analytics_insight.retail_b2c_ordernhm_bv
TAT (Same day),Count indicator for delivered orders delivered on the same calendar day as the promised TAT date.,"analytics_insight.retail_b2c_ordernhm_bv.""TAT (Same day)""",analytics_insight.retail_b2c_ordernhm_bv
Non F&B days diff,"Fractional days from order creation to delivery for non-F&B delivered orders, used for TAT bucketing.","analytics_insight.retail_b2c_ordernhm_bv.""Non F&B days diff""",analytics_insight.retail_b2c_ordernhm_bv
Shipped mark,Binary flag (1/0) indicating whether the order has been marked as shipped by the seller or LSP.,"analytics_insight.retail_b2c_ordernhm_bv.""Shipped mark""",analytics_insight.retail_b2c_ordernhm_bv
Seller State,Indian state in which the seller's pickup location is situated.,"analytics_insight.retail_b2c_ordernhm_bv.""Seller State""",analytics_insight.retail_b2c_ordernhm_bv
Delivery State,Indian state of the buyer's delivery address.,"analytics_insight.retail_b2c_ordernhm_bv.""Delivery State""",analytics_insight.retail_b2c_ordernhm_bv
Seller City,City where the seller's pickup or store location is situated.,"analytics_insight.retail_b2c_ordernhm_bv.""Seller City""",analytics_insight.retail_b2c_ordernhm_bv
Delivery City,City of the buyer's delivery address.,"analytics_insight.retail_b2c_ordernhm_bv.""Delivery City""",analytics_insight.retail_b2c_ordernhm_bv
