Column Name,Description in Plain English,Logic / Formula,Source Table(s),DDL & Indexes
Date,Calendar date of the order.,"analytics_insight.ordernhm_open_data.""Date""",analytics_insight.ordernhm_open_data,
Seller NP,Name of the seller-side Network Participant (platform through which the seller operates).,"analytics_insight.ordernhm_open_data.""Seller NP""",analytics_insight.ordernhm_open_data,
Buyer NP,Name of the buyer-side Network Participant (platform through which the buyer placed the order).,"analytics_insight.ordernhm_open_data.""Buyer NP""",analytics_insight.ordernhm_open_data,
Network order id,Unique order identifier assigned across the ONDC network.,"analytics_insight.ordernhm_open_data.""Network order id""",analytics_insight.ordernhm_open_data,
provider key,Lowercase composite key (SellerNP_ProviderId) uniquely identifying a seller on a specific Network Participant.,"analytics_insight.ordernhm_open_data.""provider key""",analytics_insight.ordernhm_open_data,
Provider Id,Unique identifier for the seller/provider as registered on the ONDC network.,"analytics_insight.ordernhm_open_data.""Provider Id""",analytics_insight.ordernhm_open_data,
Seller Name,Display name of the seller or store fulfilling the order.,"analytics_insight.ordernhm_open_data.""Seller Name""",analytics_insight.ordernhm_open_data,
Seller Pincode,"Indian postal code of the seller's location, set to null if the value is invalid or masked.","analytics_insight.ordernhm_open_data.""Seller Pincode""",analytics_insight.ordernhm_open_data,
Delivery Pincode,"Indian postal code of the delivery destination, set to null if the value is invalid or masked.","analytics_insight.ordernhm_open_data.""Delivery Pincode""",analytics_insight.ordernhm_open_data,
cancellation_code,ONDC-standard code indicating the reason for order cancellation.,"analytics_insight.ordernhm_open_data.""cancellation_code""",analytics_insight.ordernhm_open_data,
Created at,Timestamp when the order was originally placed on the network.,"analytics_insight.ordernhm_open_data.""Created at""",analytics_insight.ordernhm_open_data,
Updated at,"Timestamp of the most recent order status change (e.g., time of delivery or cancellation).","analytics_insight.ordernhm_open_data.""Updated at""",analytics_insight.ordernhm_open_data,
Shipped at,Timestamp when the order was physically dispatched by the seller.,"analytics_insight.ordernhm_open_data.""Shipped at""",analytics_insight.ordernhm_open_data,
Ready to Ship,Timestamp when the seller marked the order as packed and ready for logistics pickup.,"analytics_insight.ordernhm_open_data.""Ready to Ship""",analytics_insight.ordernhm_open_data,
Promised time,"Seller-committed deadline for order delivery, used as the TAT benchmark.","analytics_insight.ordernhm_open_data.""Promised time""",analytics_insight.ordernhm_open_data,
domain,"ONDC domain the order belongs to (e.g., retail, F&B, logistics).","analytics_insight.ordernhm_open_data.""domain""",analytics_insight.ordernhm_open_data,
on-time-del,Flag (1/0) indicating whether the order was delivered within the promised TAT.,"analytics_insight.ordernhm_open_data.""on-time-del""",analytics_insight.ordernhm_open_data,
tat_dif,"Raw TAT breach indicator; 0 if delivered on time, positive value if the promised TAT was exceeded.","analytics_insight.ordernhm_open_data.""tat_dif""",analytics_insight.ordernhm_open_data,
tat_diff_days,TAT breach duration expressed in calendar days.,"analytics_insight.ordernhm_open_data.""tat_diff_days""",analytics_insight.ordernhm_open_data,
day_diff,Number of calendar days elapsed between order creation and delivery.,"analytics_insight.ordernhm_open_data.""day_diff""",analytics_insight.ordernhm_open_data,
min_diff,Number of minutes elapsed between order creation and delivery.,"analytics_insight.ordernhm_open_data.""min_diff""",analytics_insight.ordernhm_open_data,
tat_time,Actual end-to-end fulfillment duration in minutes for the order.,"analytics_insight.ordernhm_open_data.""tat_time""",analytics_insight.ordernhm_open_data,
Category,"Product category of the order (e.g., F&B, Electronics, Fashion).","analytics_insight.ordernhm_open_data.""Category""",analytics_insight.ordernhm_open_data,
Consolidated_category,Higher-level grouping of product category for simplified reporting.,"analytics_insight.ordernhm_open_data.""Consolidated_category""",analytics_insight.ordernhm_open_data,
ONDC order_status,"Current lifecycle status of the order on the ONDC network (Delivered, Cancelled, In Process, Part Delivered).","analytics_insight.ordernhm_open_data.""ONDC order_status""",analytics_insight.ordernhm_open_data,
no_key,"Numeric unit count per order row (typically 1), used as the base measure for aggregating order volumes.","analytics_insight.ordernhm_open_data.""no_key""",analytics_insight.ordernhm_open_data,
Confirmed,"Count of orders (equals no_key for all rows), representing total confirmed orders in the dataset.","analytics_insight.ordernhm_open_data.""Confirmed""",analytics_insight.ordernhm_open_data,
Delivered,"Count flag equal to no_key if order status is Delivered, else 0, for summing delivered order volumes.","analytics_insight.ordernhm_open_data.""Delivered""",analytics_insight.ordernhm_open_data,
Cancelled,"Count flag equal to no_key if order status is Cancelled, else 0, for summing cancelled order volumes.","analytics_insight.ordernhm_open_data.""Cancelled""",analytics_insight.ordernhm_open_data,
In Process,"Count flag equal to no_key if order status is In Process, else 0.","analytics_insight.ordernhm_open_data.""In Process""",analytics_insight.ordernhm_open_data,
Part Delivered,"Count flag equal to no_key if order status is Part Delivered, else 0.","analytics_insight.ordernhm_open_data.""Part Delivered""",analytics_insight.ordernhm_open_data,
SNP,"Standardized Seller NP name resolved from a reference lookup table, defaulting to 'Others' if unmapped.","analytics_insight.ordernhm_open_data.""SNP""",analytics_insight.ordernhm_open_data,
BNP,"Standardized Buyer NP name resolved from a reference lookup table, defaulting to 'Others' if unmapped.","analytics_insight.ordernhm_open_data.""BNP""",analytics_insight.ordernhm_open_data,
Cancellation code cal,Binary flag (1/0) indicating whether a cancellation code was recorded for the order.,"analytics_insight.ordernhm_open_data.""Cancellation code cal""",analytics_insight.ordernhm_open_data,
Tat breach,"TAT breach value (tat_dif coalesced to 0), where any non-zero value indicates delivery exceeded the promised time.","analytics_insight.ordernhm_open_data.""Tat breach""",analytics_insight.ordernhm_open_data,
Delivered with TAT,Count flag (no_key) for orders delivered within the promised TAT (no breach).,"analytics_insight.ordernhm_open_data.""Delivered with TAT""",analytics_insight.ordernhm_open_data,
Delivered beyond TAT,Count flag (no_key) for orders delivered after the promised TAT (TAT breached).,"analytics_insight.ordernhm_open_data.""Delivered beyond TAT""",analytics_insight.ordernhm_open_data,
DBO,Count flag for orders where actual delivery time was on or before the promised time (Delivered By Obligation).,"analytics_insight.ordernhm_open_data.""DBO""",analytics_insight.ordernhm_open_data,
Breach (mins),"Minutes between actual resolution time and the promised delivery time; negative = early, positive = late; uses current timestamp for in-process orders.","analytics_insight.ordernhm_open_data.""Breach (mins)""",analytics_insight.ordernhm_open_data,
Breach (hrs),Hours between actual resolution time and the promised delivery time; uses current timestamp for in-process orders.,"analytics_insight.ordernhm_open_data.""Breach (hrs)""",analytics_insight.ordernhm_open_data,
Breach (days),Days between actual resolution time and the promised delivery time; uses current timestamp for in-process orders.,"analytics_insight.ordernhm_open_data.""Breach (days)""",analytics_insight.ordernhm_open_data,
Same Day,Count flag for delivered orders fulfilled on the same calendar day as order creation (day_diff = 0).,"analytics_insight.ordernhm_open_data.""Same Day""",analytics_insight.ordernhm_open_data,
Next Day,Count flag for delivered orders fulfilled the calendar day after order creation (day_diff = 1).,"analytics_insight.ordernhm_open_data.""Next Day""",analytics_insight.ordernhm_open_data,
Day + 2,Count flag for delivered orders fulfilled two calendar days after order creation (day_diff = 2).,"analytics_insight.ordernhm_open_data.""Day + 2""",analytics_insight.ordernhm_open_data,
More than 2 Days,Count flag for delivered orders taking more than two calendar days to fulfill (day_diff > 2).,"analytics_insight.ordernhm_open_data.""More than 2 Days""",analytics_insight.ordernhm_open_data,
On time deliveries,"On-time delivery indicator (on-time-del coalesced to 0), used to sum on-time deliveries in aggregations.","analytics_insight.ordernhm_open_data.""On time deliveries""",analytics_insight.ordernhm_open_data,
Average TAT (in mins),"Actual TAT in minutes for delivered orders, used to compute average fulfillment time in aggregations.","analytics_insight.ordernhm_open_data.""Average TAT (in mins)""",analytics_insight.ordernhm_open_data,
Avg Delivery (mins),Actual delivery duration in minutes for delivered orders where time elapsed is positive.,"analytics_insight.ordernhm_open_data.""Avg Delivery (mins)""",analytics_insight.ordernhm_open_data,
F&B mins diff,Total time in minutes from order creation to delivery for F&B category orders.,"analytics_insight.ordernhm_open_data.""F&B mins diff""",analytics_insight.ordernhm_open_data,
Within 15 mins,Count flag for F&B delivered orders fulfilled within 15 minutes.,"analytics_insight.ordernhm_open_data.""Within 15 mins""",analytics_insight.ordernhm_open_data,
15 - 30 mins,Count flag for F&B delivered orders fulfilled between 15 and 30 minutes.,"analytics_insight.ordernhm_open_data.""15 - 30 mins""",analytics_insight.ordernhm_open_data,
30 - 45 mins,Count flag for F&B delivered orders fulfilled between 30 and 45 minutes.,"analytics_insight.ordernhm_open_data.""30 - 45 mins""",analytics_insight.ordernhm_open_data,
45 - 60 mins,Count flag for F&B delivered orders fulfilled between 45 and 60 minutes.,"analytics_insight.ordernhm_open_data.""45 - 60 mins""",analytics_insight.ordernhm_open_data,
60 - 120 mins,Count flag for F&B delivered orders fulfilled between 60 and 120 minutes.,"analytics_insight.ordernhm_open_data.""60 - 120 mins""",analytics_insight.ordernhm_open_data,
Above 120 mins,Count flag for F&B delivered orders taking more than 120 minutes to fulfill.,"analytics_insight.ordernhm_open_data.""Above 120 mins""",analytics_insight.ordernhm_open_data,
TAT < 5 mins,Count flag for delivered orders with actual TAT under 5 minutes.,"analytics_insight.ordernhm_open_data.""TAT < 5 mins""",analytics_insight.ordernhm_open_data,
TAT 5-15 mins,Count flag for delivered orders with actual TAT between 5 and 15 minutes.,"analytics_insight.ordernhm_open_data.""TAT 5-15 mins""",analytics_insight.ordernhm_open_data,
TAT 15-30 mins,Count flag for delivered orders with actual TAT between 15 and 30 minutes.,"analytics_insight.ordernhm_open_data.""TAT 15-30 mins""",analytics_insight.ordernhm_open_data,
TAT 30-60 mins,Count flag for delivered orders with actual TAT between 30 and 60 minutes.,"analytics_insight.ordernhm_open_data.""TAT 30-60 mins""",analytics_insight.ordernhm_open_data,
TAT > 60 mins,Count flag for delivered orders with actual TAT exceeding 60 minutes.,"analytics_insight.ordernhm_open_data.""TAT > 60 mins""",analytics_insight.ordernhm_open_data,
TAT 0-6 hrs,Count flag for delivered orders with actual TAT between 0 and 6 hours.,"analytics_insight.ordernhm_open_data.""TAT 0-6 hrs""",analytics_insight.ordernhm_open_data,
TAT 6-12 hrs,Count flag for delivered orders with actual TAT between 6 and 12 hours.,"analytics_insight.ordernhm_open_data.""TAT 6-12 hrs""",analytics_insight.ordernhm_open_data,
TAT 12-24 hrs,Count flag for delivered orders with actual TAT between 12 and 24 hours.,"analytics_insight.ordernhm_open_data.""TAT 12-24 hrs""",analytics_insight.ordernhm_open_data,
TAT 24-48 hrs,Count flag for delivered orders with actual TAT between 24 and 48 hours.,"analytics_insight.ordernhm_open_data.""TAT 24-48 hrs""",analytics_insight.ordernhm_open_data,
TAT >48 hrs,Count flag for delivered orders with actual TAT exceeding 48 hours.,"analytics_insight.ordernhm_open_data.""TAT >48 hrs""",analytics_insight.ordernhm_open_data,
TAT+1,Count flag for orders delivered exactly 1 day beyond the promised TAT.,"analytics_insight.ordernhm_open_data.""TAT+1""",analytics_insight.ordernhm_open_data,
TAT + 2,Count flag for orders delivered exactly 2 days beyond the promised TAT.,"analytics_insight.ordernhm_open_data.""TAT + 2""",analytics_insight.ordernhm_open_data,
TAT + 3,Count flag for orders delivered exactly 3 days beyond the promised TAT.,"analytics_insight.ordernhm_open_data.""TAT + 3""",analytics_insight.ordernhm_open_data,
TAT + 4,Count flag for orders delivered exactly 4 days beyond the promised TAT.,"analytics_insight.ordernhm_open_data.""TAT + 4""",analytics_insight.ordernhm_open_data,
TAT > 4,Count flag for orders delivered more than 4 days beyond the promised TAT.,"analytics_insight.ordernhm_open_data.""TAT > 4""",analytics_insight.ordernhm_open_data,
TAT (Same day),Count flag for delivered orders where TAT was fulfilled within the same calendar day.,"analytics_insight.ordernhm_open_data.""TAT (Same day)""",analytics_insight.ordernhm_open_data,
Non F&B days diff,Delivery duration in days for non-F&B category delivered orders.,"analytics_insight.ordernhm_open_data.""Non F&B days diff""",analytics_insight.ordernhm_open_data,
Shipped mark,Binary flag (1/0) indicating whether a shipment timestamp was recorded for the order.,"analytics_insight.ordernhm_open_data.""Shipped mark""",analytics_insight.ordernhm_open_data,
Seller State,Indian state where the seller or store is located.,"analytics_insight.ordernhm_open_data.""Seller State""",analytics_insight.ordernhm_open_data,
Delivery State,Indian state where the order was delivered.,"analytics_insight.ordernhm_open_data.""Delivery State""",analytics_insight.ordernhm_open_data,
Seller City,City where the seller or store is located.,"analytics_insight.ordernhm_open_data.""Seller City""",analytics_insight.ordernhm_open_data,
Delivery City,City where the order was delivered.,"analytics_insight.ordernhm_open_data.""Delivery City""",analytics_insight.ordernhm_open_data,
Seller State Code,Standard state code for the seller's location.,"analytics_insight.ordernhm_open_data.""Seller State Code""",analytics_insight.ordernhm_open_data,
Delivery State Code,Standard state code for the delivery destination.,"analytics_insight.ordernhm_open_data.""Delivery State Code""",analytics_insight.ordernhm_open_data,
Order type,"Classification of the order by geography or routing type (e.g., intra-city, inter-city, hyperlocal).","analytics_insight.ordernhm_open_data.""Order type""",analytics_insight.ordernhm_open_data,
Breach,Binary flag (1/0) indicating whether the order's promised TAT was breached.,"analytics_insight.ordernhm_open_data.""Breach""",analytics_insight.ordernhm_open_data,
attributed_to,"Party to whom responsibility for a cancellation or issue is attributed (e.g., buyer, seller, LSP).","analytics_insight.ordernhm_open_data.""attributed_to""",analytics_insight.ordernhm_open_data,
reason_for_cancellation,Human-readable description of why the order was cancelled.,"analytics_insight.ordernhm_open_data.""reason_for_cancellation""",analytics_insight.ordernhm_open_data,
is_triggers_rto,Flag indicating whether the cancellation event triggers a Return To Origin (RTO) shipment back to the seller.,"analytics_insight.ordernhm_open_data.""is_triggers_rto""",analytics_insight.ordernhm_open_data,
cancelled_by,"Entity that initiated the order cancellation (buyer, seller, or LSP).","analytics_insight.ordernhm_open_data.""cancelled_by""",analytics_insight.ordernhm_open_data,
whether_applicable_for_part_cancel,Flag indicating whether the order is eligible for partial cancellation.,"analytics_insight.ordernhm_open_data.""whether_applicable_for_part_cancel""",analytics_insight.ordernhm_open_data,
sorting,Sorting or sequencing attribute used for operational routing or display ordering.,"analytics_insight.ordernhm_open_data.""sorting""",analytics_insight.ordernhm_open_data,
Buyer cancel,Count flag (1/0) for orders cancelled by the buyer.,"analytics_insight.ordernhm_open_data.""Buyer cancel""",analytics_insight.ordernhm_open_data,
Seller cancel,Count flag (1/0) for orders cancelled by the seller.,"analytics_insight.ordernhm_open_data.""Seller cancel""",analytics_insight.ordernhm_open_data,
Logistic cancel,Count flag (1/0) for orders cancelled by the logistics service provider (LSP).,"analytics_insight.ordernhm_open_data.""Logistic cancel""",analytics_insight.ordernhm_open_data,
Cancelled att,"Attribution label identifying the party responsible for the cancellation (buyer, seller, or logistics).","analytics_insight.ordernhm_open_data.""Cancelled att""",analytics_insight.ordernhm_open_data,
multi_category_flag,Binary flag (1/0) indicating the order spans multiple product categories.,"analytics_insight.ordernhm_open_data.""multi_category_flag""",analytics_insight.ordernhm_open_data,
"▼ ordernhm_v2   (view, 94 cols)",,,analytics_insight.ordernhm_v2,"SELECT ol.""Date"",
    ol.""Seller NP"",
    ol.""Buyer NP"",
    ol.""Network order id"",
    lower((ol.""Seller NP""::text || '_'::text) || ol.""Provider Id""::text) AS ""provider key"",
    ol.""Provider Id"",
    ol.""Seller Name"",
    ol.""Seller Pincode"",
    ol.""Delivery Pincode"",
    ol.cancellation_code,
    ol.""Created at"",
    ol.""Updated at"",
    ol.""Shipped at"",
    ol.""Ready to Ship"",
    ol.""Promised time"",
    ol.domain,
    ol.""on-time-del"",
    ol.tat_dif,
    ol.tat_diff_days,
    ol.day_diff,
    ol.min_diff,
    ol.tat_time,
    ol.""Category"",
    ol.""Consolidated_category"",
    ol.""ONDC order_status"",
    ol.no_key,
    ol.no_key AS ""Confirmed"",
        CASE
            WHEN ol.""ONDC order_status""::text = 'Delivered'::text THEN ol.no_key
            ELSE 0
        END AS ""Delivered"",
        CASE
            WHEN ol.""ONDC order_status""::text = 'Cancelled'::text THEN ol.no_key
            ELSE 0
        END AS ""Cancelled"",
        CASE
            WHEN ol.""ONDC order_status""::text = 'In Process'::text THEN ol.no_key
            ELSE 0
        END AS ""In Process"",
        CASE
            WHEN ol.""ONDC order_status""::text = 'Part Delivered'::text THEN ol.no_key
            ELSE 0
        END AS ""Part Delivered"",
    COALESCE(snp.seller_np, 'Others'::character varying) AS ""SNP"",
    COALESCE(bnp.buyer_np, 'Others'::character varying) AS ""BNP"",
        CASE
            WHEN ol.cancellation_code IS NOT NULL THEN 1
            ELSE 0
        END AS ""Cancellation code cal"",
    COALESCE(ol.tat_dif, 0::double precision) AS ""Tat breach"",
        CASE
            WHEN ol.""ONDC order_status""::text = 'Delivered'::text AND COALESCE(ol.tat_dif, 0::double precision) = 0::double precision THEN ol.no_key
            ELSE 0
        END AS ""Delivered with TAT"",
        CASE
            WHEN ol.""ONDC order_status""::text = 'Delivered'::text AND COALESCE(ol.tat_dif, 0::double precision) > 0::double precision THEN ol.no_key
            ELSE 0
        END AS ""Delivered beyond TAT"",
        CASE
            WHEN ol.""ONDC order_status""::text = 'Delivered'::text AND ol.""Updated at"" IS NOT NULL AND ol.""Updated at"" <= ol.""Promised time"" THEN ol.no_key
            ELSE 0
        END AS ""DBO"",
        CASE
            WHEN ol.""ONDC order_status""::text = ANY (ARRAY['Delivered'::character varying::text, 'Cancelled'::character varying::text]) THEN EXTRACT(epoch FROM ol.""Updated at"" - ol.""Promised time"") / 60.0
            WHEN ol.""ONDC order_status""::text = 'In Process'::text THEN EXTRACT(epoch FROM CURRENT_TIMESTAMP - ol.""Promised time""::timestamp with time zone) / 60.0
            ELSE NULL::numeric
        END AS ""Breach (mins)"",
        CASE
            WHEN ol.""ONDC order_status""::text = ANY (ARRAY['Delivered'::character varying::text, 'Cancelled'::character varying::text]) THEN EXTRACT(epoch FROM ol.""Updated at"" - ol.""Promised time"") / 3600.0
            WHEN ol.""ONDC order_status""::text = 'In Process'::text THEN EXTRACT(epoch FROM CURRENT_TIMESTAMP - ol.""Promised time""::timestamp with time zone) / 3600.0
            ELSE NULL::numeric
        END AS ""Breach (hrs)"",
        CASE
            WHEN ol.""ONDC order_status""::text = ANY (ARRAY['Delivered'::character varying::text, 'Cancelled'::character varying::text]) THEN EXTRACT(epoch FROM ol.""Updated at"" - ol.""Promised time"") / 86400.0
            WHEN ol.""ONDC order_status""::text = 'In Process'::text THEN EXTRACT(epoch FROM CURRENT_TIMESTAMP - ol.""Promised time""::timestamp with time zone) / 86400.0
            ELSE NULL::numeric
        END AS ""Breach (days)"",
        CASE
            WHEN ol.""ONDC order_status""::text = 'Delivered'::text AND ol.day_diff = 0::double precision THEN ol.no_key
            ELSE 0
        END AS ""Same Day"",
        CASE
            WHEN ol.""ONDC order_status""::text = 'Delivered'::text AND ol.day_diff = 1::double precision THEN 1
            ELSE 0
        END AS ""Next Day"",
        CASE
            WHEN ol.""ONDC order_status""::text = 'Delivered'::text AND ol.day_diff = 2::double precision THEN 1
            ELSE 0
        END AS ""Day + 2"",
        CASE
            WHEN ol.""ONDC order_status""::text = 'Delivered'::text AND ol.day_diff > 2::double precision THEN 1
            ELSE 0
        END AS ""More than 2 Days"",
    COALESCE(ol.""on-time-del"", 0::double precision) AS ""On time deliveries"",
        CASE
            WHEN ol.""ONDC order_status""::text = 'Delivered'::text THEN ol.tat_time
            ELSE NULL::double precision
        END AS ""Average TAT (in mins)"",
        CASE
            WHEN ol.""ONDC order_status""::text = 'Delivered'::text AND ol.min_diff > 0::double precision THEN ol.min_diff
            ELSE NULL::double precision
        END AS ""Avg Delivery (mins)"",
        CASE
            WHEN ol.""ONDC order_status""::text = 'Delivered'::text AND ol.""Category""::text = 'F&B'::text THEN EXTRACT(epoch FROM ol.""Updated at"" - ol.""Created at"") / 60.0
            ELSE NULL::numeric
        END AS ""F&B mins diff"",
        CASE
            WHEN ol.""ONDC order_status""::text = 'Delivered'::text AND ol.""Category""::text = 'F&B'::text AND ol.min_diff <= 15::double precision THEN ol.no_key
            ELSE 0
        END AS ""Within 15 mins"",
        CASE
            WHEN ol.""ONDC order_status""::text = 'Delivered'::text AND ol.""Category""::text = 'F&B'::text AND ol.min_diff > 15::double precision AND ol.min_diff <= 30::double precision THEN ol.no_key
            ELSE 0
        END AS ""15 - 30 mins"",
        CASE
            WHEN ol.""ONDC order_status""::text = 'Delivered'::text AND ol.""Category""::text = 'F&B'::text AND ol.min_diff > 30::double precision AND ol.min_diff <= 45::double precision THEN ol.no_key
            ELSE 0
        END AS ""30 - 45 mins"",
        CASE
            WHEN ol.""ONDC order_status""::text = 'Delivered'::text AND ol.""Category""::text = 'F&B'::text AND ol.min_diff > 45::double precision AND ol.min_diff <= 60::double precision THEN ol.no_key
            ELSE 0
        END AS ""45 - 60 mins"",
        CASE
            WHEN ol.""ONDC order_status""::text = 'Delivered'::text AND ol.""Category""::text = 'F&B'::text AND ol.min_diff > 60::double precision AND ol.min_diff <= 120::double precision THEN 1
            ELSE 0
        END AS ""60 - 120 mins"",
        CASE
            WHEN ol.""ONDC order_status""::text = 'Delivered'::text AND ol.""Category""::text = 'F&B'::text AND ol.min_diff > 120::double precision THEN 1
            ELSE 0
        END AS ""Above 120 mins"",
        CASE
            WHEN ol.""ONDC order_status""::text = 'Delivered'::text AND ol.tat_dif > 0::double precision AND ol.tat_dif <= 300::double precision THEN ol.no_key
            ELSE 0
        END AS ""TAT < 5 mins"",
        CASE
            WHEN ol.""ONDC order_status""::text = 'Delivered'::text AND ol.tat_dif > 300::double precision AND ol.tat_dif <= 900::double precision THEN ol.no_key
            ELSE 0
        END AS ""TAT 5-15 mins"",
        CASE
            WHEN ol.""ONDC order_status""::text = 'Delivered'::text AND ol.tat_dif > 900::double precision AND ol.tat_dif <= 1800::double precision THEN ol.no_key
            ELSE 0
        END AS ""TAT 15-30 mins"",
        CASE
            WHEN ol.""ONDC order_status""::text = 'Delivered'::text AND ol.tat_dif > 1800::double precision AND ol.tat_dif <= 3600::double precision THEN ol.no_key
            ELSE 0
        END AS ""TAT 30-60 mins"",
        CASE
            WHEN ol.""ONDC order_status""::text = 'Delivered'::text AND ol.tat_dif > 3600::double precision THEN ol.no_key
            ELSE 0
        END AS ""TAT > 60 mins"",
        CASE
            WHEN ol.""ONDC order_status""::text = 'Delivered'::text AND ol.tat_dif > 0::double precision AND ol.tat_dif <= 21600::double precision THEN ol.no_key
            ELSE 0
        END AS ""TAT 0-6 hrs"",
        CASE
            WHEN ol.""ONDC order_status""::text = 'Delivered'::text AND ol.tat_dif > 21600::double precision AND ol.tat_dif <= 43200::double precision THEN ol.no_key
            ELSE 0
        END AS ""TAT 6-12 hrs"",
        CASE
            WHEN ol.""ONDC order_status""::text = 'Delivered'::text AND ol.tat_dif > 43200::double precision AND ol.tat_dif <= 86400::double precision THEN ol.no_key
            ELSE 0
        END AS ""TAT 12-24 hrs"",
        CASE
            WHEN ol.""ONDC order_status""::text = 'Delivered'::text AND ol.tat_dif > 86400::double precision AND ol.tat_dif <= 172800::double precision THEN ol.no_key
            ELSE 0
        END AS ""TAT 24-48 hrs"",
        CASE
            WHEN ol.""ONDC order_status""::text = 'Delivered'::text AND ol.tat_dif > 172800::double precision THEN ol.no_key
            ELSE 0
        END AS ""TAT >48 hrs"",
        CASE
            WHEN ol.""ONDC order_status""::text = 'Delivered'::text AND ol.tat_diff_days = 1::double precision THEN ol.no_key
            ELSE 0
        END AS ""TAT+1"",
        CASE
            WHEN ol.""ONDC order_status""::text = 'Delivered'::text AND ol.tat_diff_days = 2::double precision THEN ol.no_key
            ELSE 0
        END AS ""TAT + 2"",
        CASE
            WHEN ol.""ONDC order_status""::text = 'Delivered'::text AND ol.tat_diff_days = 3::double precision THEN ol.no_key
            ELSE 0
        END AS ""TAT + 3"",
        CASE
            WHEN ol.""ONDC order_status""::text = 'Delivered'::text AND ol.tat_diff_days = 4::double precision THEN ol.no_key
            ELSE 0
        END AS ""TAT + 4"",
        CASE
            WHEN ol.""ONDC order_status""::text = 'Delivered'::text AND ol.tat_diff_days > 4::double precision THEN ol.no_key
            ELSE 0
        END AS ""TAT > 4"",
        CASE
            WHEN ol.""ONDC order_status""::text = 'Delivered'::text AND ol.tat_diff_days < 1::double precision AND ol.""Promised time"" < ol.""Updated at"" THEN ol.no_key
            ELSE 0
        END AS ""TAT (Same day)"",
        CASE
            WHEN ol.""ONDC order_status""::text = 'Delivered'::text AND ol.""Category""::text <> 'F&B'::text THEN EXTRACT(day FROM ol.""Updated at"" - ol.""Created at"")
            ELSE NULL::numeric
        END AS ""Non F&B days diff"",
        CASE
            WHEN ol.""Shipped at"" IS NOT NULL THEN ol.no_key
            ELSE 0
        END AS ""Shipped mark"",
    sp.statename AS ""Seller State"",
    dp.statename AS ""Delivery State"",
    COALESCE(sp.districtname, 'Undefined'::character varying) AS ""Seller City"",
    COALESCE(dp.districtname, 'Undefined'::character varying) AS ""Delivery City"",
    COALESCE(sp.tier, 'Undefined'::character varying) AS ""Seller Tier"",
    COALESCE(dp.tier, 'Undefined'::character varying) AS ""Delivery Tier"",
    COALESCE(sp.zones, 'Undefined'::character varying) AS ""Seller Zone"",
    COALESCE(dp.zones, 'Undefined'::character varying) AS ""Delivery Zone"",
        CASE
            WHEN ol.""Category""::text = 'F&B'::text THEN 'Hyperlocal'::text
            WHEN COALESCE(dp.districtname, 'Undefined'::character varying)::text = 'Undefined'::text THEN 'Undefined'::text
            WHEN COALESCE(sp.districtname, 'Undefined'::character varying)::text = 'Undefined'::text THEN 'Undefined'::text
            WHEN dp.districtname::text <> sp.districtname::text THEN 'Intercity'::text
            ELSE 'Hyperlocal'::text
        END AS ""Delivery Type"",
        CASE
            WHEN bnp.buyer_np::text <> snp.seller_np::text THEN 'Inter NP'::text
            ELSE 'Intra NP'::text
        END AS ""Order type"",
        CASE
            WHEN ol.""ONDC order_status""::text = 'Delivered'::text AND ol.""Updated at"" > ol.""Promised time"" THEN 1
            WHEN ol.""ONDC order_status""::text = 'Cancelled'::text AND ol.""Updated at"" > ol.""Promised time"" THEN 1
            WHEN ol.""ONDC order_status""::text = 'In Process'::text AND CURRENT_DATE > ol.""Promised time""::date THEN 1
            ELSE 0
        END AS ""Breach"",
    cc.attributed_to,
    cc.reason_for_cancellation,
    cc.is_triggers_rto,
    cc.by AS cancelled_by,
    cc.whether_applicable_for_part_cancel,
    cc.sorting,
        CASE
            WHEN ol.""ONDC order_status""::text = 'Cancelled'::text AND cc.attributed_to::text = 'Buyer app'::text THEN ol.no_key
            ELSE 0
        END AS ""Buyer cancel"",
        CASE
            WHEN ol.""ONDC order_status""::text = 'Cancelled'::text AND cc.attributed_to::text = 'Seller app'::text THEN ol.no_key
            ELSE 0
        END AS ""Seller cancel"",
        CASE
            WHEN ol.""ONDC order_status""::text = 'Cancelled'::text AND cc.attributed_to::text = 'Logistics Provider'::text THEN ol.no_key
            ELSE 0
        END AS ""Logistic cancel"",
        CASE
            WHEN ol.""ONDC order_status""::text = 'Cancelled'::text THEN cc.attributed_to
            ELSE NULL::character varying
        END AS ""Cancelled att""
   FROM analytics_insight.order_level ol
     LEFT JOIN analytics_insight.seller_np snp ON ol.""Seller NP""::text = snp.seller_np::text
     LEFT JOIN analytics_insight.buyer_np bnp ON ol.""Buyer NP""::text = bnp.buyer_np::text
     LEFT JOIN analytics_insight.pincode sp ON ol.""Seller Pincode""::text = sp.pincode::text
     LEFT JOIN analytics_insight.pincode dp ON ol.""Delivery Pincode""::text = dp.pincode::text
     LEFT JOIN analytics_insight.cancellation_code cc ON ol.cancellation_code::text = cc.code::text;"
Date,"Calendar date of the order, used as the primary time dimension for reporting.","analytics_insight.ordernhm_v2.""Date""",analytics_insight.ordernhm_v2,
Seller NP,Name of the seller-side Network Participant (the platform through which the seller listed the product).,"analytics_insight.ordernhm_v2.""Seller NP""",analytics_insight.ordernhm_v2,
