Column Name,Description in Plain English,Logic / Formula,Source Table(s),DDL & Indexes
bpp_id,Unique identifier for the Seller App (BPP).,"opendata_nodata.md_mobility_metro_stage.""bpp_id""",opendata_nodata.md_mobility_metro_stage,
bap_id,Unique identifier for the Buyer App (BAP).,"opendata_nodata.md_mobility_metro_stage.""bap_id""",opendata_nodata.md_mobility_metro_stage,
buyer_np,Data representing the buyer np.,"opendata_nodata.md_mobility_metro_stage.""buyer_np""",opendata_nodata.md_mobility_metro_stage,
seller_np,Data representing the seller np.,"opendata_nodata.md_mobility_metro_stage.""seller_np""",opendata_nodata.md_mobility_metro_stage,
type,Data representing the type.,"opendata_nodata.md_mobility_metro_stage.""type""",opendata_nodata.md_mobility_metro_stage,
order_count,Data representing the order count.,"opendata_nodata.md_mobility_metro_stage.""order_count""",opendata_nodata.md_mobility_metro_stage,
"▼ md_mobility_metro_trv11   (base table, 8 cols)",,,opendata_nodata.md_mobility_metro_trv11,
bap_id,Unique identifier for the Buyer App (BAP).,"opendata_nodata.md_mobility_metro_trv11.""bap_id""",opendata_nodata.md_mobility_metro_trv11,
bpp_id,Unique identifier for the Seller App (BPP).,"opendata_nodata.md_mobility_metro_trv11.""bpp_id""",opendata_nodata.md_mobility_metro_trv11,
date,Timestamp or date indicating when date occurred.,"opendata_nodata.md_mobility_metro_trv11.""date""",opendata_nodata.md_mobility_metro_trv11,
category,Timestamp or date indicating when category occurred.,"opendata_nodata.md_mobility_metro_trv11.""category""",opendata_nodata.md_mobility_metro_trv11,
igm_key,Data representing the igm key.,"opendata_nodata.md_mobility_metro_trv11.""igm_key""",opendata_nodata.md_mobility_metro_trv11,
domain,"The ONDC network domain (e.g., retail, logistics).","opendata_nodata.md_mobility_metro_trv11.""domain""",opendata_nodata.md_mobility_metro_trv11,
rides_qty,Unique identifier for rides qty.,"opendata_nodata.md_mobility_metro_trv11.""rides_qty""",opendata_nodata.md_mobility_metro_trv11,
modified_date,Timestamp or date indicating when modified date occurred.,"opendata_nodata.md_mobility_metro_trv11.""modified_date""",opendata_nodata.md_mobility_metro_trv11,
"▼ md_mobility_metro_trv11_stage   (base table, 7 cols)",,,opendata_nodata.md_mobility_metro_trv11_stage,
bap_id,Unique identifier for the Buyer App (BAP).,"opendata_nodata.md_mobility_metro_trv11_stage.""bap_id""",opendata_nodata.md_mobility_metro_trv11_stage,
bpp_id,Unique identifier for the Seller App (BPP).,"opendata_nodata.md_mobility_metro_trv11_stage.""bpp_id""",opendata_nodata.md_mobility_metro_trv11_stage,
date,Timestamp or date indicating when date occurred.,"opendata_nodata.md_mobility_metro_trv11_stage.""date""",opendata_nodata.md_mobility_metro_trv11_stage,
category,Timestamp or date indicating when category occurred.,"opendata_nodata.md_mobility_metro_trv11_stage.""category""",opendata_nodata.md_mobility_metro_trv11_stage,
igm_key,Data representing the igm key.,"opendata_nodata.md_mobility_metro_trv11_stage.""igm_key""",opendata_nodata.md_mobility_metro_trv11_stage,
domain,"The ONDC network domain (e.g., retail, logistics).","opendata_nodata.md_mobility_metro_trv11_stage.""domain""",opendata_nodata.md_mobility_metro_trv11_stage,
rides_qty,Unique identifier for rides qty.,"opendata_nodata.md_mobility_metro_trv11_stage.""rides_qty""",opendata_nodata.md_mobility_metro_trv11_stage,
"▼ md_travel_experience   (base table, 7 cols)",,,opendata_nodata.md_travel_experience,
order_date,Timestamp or date indicating when order date occurred.,"opendata_nodata.md_travel_experience.""order_date""",opendata_nodata.md_travel_experience,
bap_id,Unique identifier for the Buyer App (BAP).,"opendata_nodata.md_travel_experience.""bap_id""",opendata_nodata.md_travel_experience,
bpp_id,Unique identifier for the Seller App (BPP).,"opendata_nodata.md_travel_experience.""bpp_id""",opendata_nodata.md_travel_experience,
category,Timestamp or date indicating when category occurred.,"opendata_nodata.md_travel_experience.""category""",opendata_nodata.md_travel_experience,
domain,"The ONDC network domain (e.g., retail, logistics).","opendata_nodata.md_travel_experience.""domain""",opendata_nodata.md_travel_experience,
orders,Data representing the orders.,"opendata_nodata.md_travel_experience.""orders""",opendata_nodata.md_travel_experience,
modified_date,Timestamp or date indicating when modified date occurred.,"opendata_nodata.md_travel_experience.""modified_date""",opendata_nodata.md_travel_experience,
"▼ md_travel_experience_stage   (base table, 6 cols)",,,opendata_nodata.md_travel_experience_stage,
order_date,Timestamp or date indicating when order date occurred.,"opendata_nodata.md_travel_experience_stage.""order_date""",opendata_nodata.md_travel_experience_stage,
bap_id,Unique identifier for the Buyer App (BAP).,"opendata_nodata.md_travel_experience_stage.""bap_id""",opendata_nodata.md_travel_experience_stage,
bpp_id,Unique identifier for the Seller App (BPP).,"opendata_nodata.md_travel_experience_stage.""bpp_id""",opendata_nodata.md_travel_experience_stage,
category,Timestamp or date indicating when category occurred.,"opendata_nodata.md_travel_experience_stage.""category""",opendata_nodata.md_travel_experience_stage,
domain,"The ONDC network domain (e.g., retail, logistics).","opendata_nodata.md_travel_experience_stage.""domain""",opendata_nodata.md_travel_experience_stage,
orders,Data representing the orders.,"opendata_nodata.md_travel_experience_stage.""orders""",opendata_nodata.md_travel_experience_stage,
"▼ md_users   (base table, 9 cols)",,,opendata_nodata.md_users,"CREATE UNIQUE INDEX md_users_email_key ON opendata_nodata.md_users USING btree (email)

CREATE UNIQUE INDEX md_users_google_id_key ON opendata_nodata.md_users USING btree (google_id)

CREATE UNIQUE INDEX md_users_pkey ON opendata_nodata.md_users USING btree (id)

CREATE INDEX idx_md_users_email ON opendata_nodata.md_users USING btree (email)

CREATE INDEX idx_md_users_google_id ON opendata_nodata.md_users USING btree (google_id)

CREATE INDEX idx_md_users_is_active ON opendata_nodata.md_users USING btree (is_active)

CREATE INDEX idx_md_users_role_id ON opendata_nodata.md_users USING btree (role_id)"
id,Unique identifier for id.,"opendata_nodata.md_users.""id""",opendata_nodata.md_users,
email,Data representing the email.,"opendata_nodata.md_users.""email""",opendata_nodata.md_users,
name,Name of the name.,"opendata_nodata.md_users.""name""",opendata_nodata.md_users,
picture,Data representing the picture.,"opendata_nodata.md_users.""picture""",opendata_nodata.md_users,
google_id,Unique identifier for google.,"opendata_nodata.md_users.""google_id""",opendata_nodata.md_users,
is_active,Boolean flag indicating is active.,"opendata_nodata.md_users.""is_active""",opendata_nodata.md_users,
created_at,Timestamp when the record was created.,"opendata_nodata.md_users.""created_at""",opendata_nodata.md_users,
updated_at,Timestamp when the record was last updated.,"opendata_nodata.md_users.""updated_at""",opendata_nodata.md_users,
role_id,Unique identifier for role.,"opendata_nodata.md_users.""role_id""",opendata_nodata.md_users,
"▼ mobility_snp_wise   (base table, 6 cols)",,,opendata_nodata.mobility_snp_wise,
date,Timestamp or date indicating when date occurred.,"opendata_nodata.mobility_snp_wise.""date""",opendata_nodata.mobility_snp_wise,
bpp_id,Unique identifier for the Seller App (BPP).,"opendata_nodata.mobility_snp_wise.""bpp_id""",opendata_nodata.mobility_snp_wise,
bap_id,Unique identifier for the Buyer App (BAP).,"opendata_nodata.mobility_snp_wise.""bap_id""",opendata_nodata.mobility_snp_wise,
category,Timestamp or date indicating when category occurred.,"opendata_nodata.mobility_snp_wise.""category""",opendata_nodata.mobility_snp_wise,
order_count,Data representing the order count.,"opendata_nodata.mobility_snp_wise.""order_count""",opendata_nodata.mobility_snp_wise,
modified_date,Timestamp or date indicating when modified date occurred.,"opendata_nodata.mobility_snp_wise.""modified_date""",opendata_nodata.mobility_snp_wise,
"▼ mobility_snp_wise_stage   (base table, 5 cols)",,,opendata_nodata.mobility_snp_wise_stage,
date,Timestamp or date indicating when date occurred.,"opendata_nodata.mobility_snp_wise_stage.""date""",opendata_nodata.mobility_snp_wise_stage,
bpp_id,Unique identifier for the Seller App (BPP).,"opendata_nodata.mobility_snp_wise_stage.""bpp_id""",opendata_nodata.mobility_snp_wise_stage,
bap_id,Unique identifier for the Buyer App (BAP).,"opendata_nodata.mobility_snp_wise_stage.""bap_id""",opendata_nodata.mobility_snp_wise_stage,
category,Timestamp or date indicating when category occurred.,"opendata_nodata.mobility_snp_wise_stage.""category""",opendata_nodata.mobility_snp_wise_stage,
order_count,Data representing the order count.,"opendata_nodata.mobility_snp_wise_stage.""order_count""",opendata_nodata.mobility_snp_wise_stage,
"▼ model_for_all_d_old_orders   (base table, 9 cols)",,,opendata_nodata.model_for_all_d_old_orders,
Date,Timestamp or date indicating when date occurred.,"opendata_nodata.model_for_all_d_old_orders.""Date""",opendata_nodata.model_for_all_d_old_orders,
bap_id,Unique identifier for the Buyer App (BAP).,"opendata_nodata.model_for_all_d_old_orders.""bap_id""",opendata_nodata.model_for_all_d_old_orders,
bpp_id,Unique identifier for the Seller App (BPP).,"opendata_nodata.model_for_all_d_old_orders.""bpp_id""",opendata_nodata.model_for_all_d_old_orders,
buyer_np,Data representing the buyer np.,"opendata_nodata.model_for_all_d_old_orders.""buyer_np""",opendata_nodata.model_for_all_d_old_orders,
seller_np,Data representing the seller np.,"opendata_nodata.model_for_all_d_old_orders.""seller_np""",opendata_nodata.model_for_all_d_old_orders,
category,Timestamp or date indicating when category occurred.,"opendata_nodata.model_for_all_d_old_orders.""category""",opendata_nodata.model_for_all_d_old_orders,
domain,"The ONDC network domain (e.g., retail, logistics).","opendata_nodata.model_for_all_d_old_orders.""domain""",opendata_nodata.model_for_all_d_old_orders,
order_count,Data representing the order count.,"opendata_nodata.model_for_all_d_old_orders.""order_count""",opendata_nodata.model_for_all_d_old_orders,
Type New,Data representing the type new.,"opendata_nodata.model_for_all_d_old_orders.""Type New""",opendata_nodata.model_for_all_d_old_orders,
